A,B,Y
7.25509,2.63096,-0.44509
5.42954,1.81673,0.82096
7.86828,9.77458,-0.93444
4.04028,7.81042,-0.65612
2.66117,3.51344,-0.10836
6.3339,9.2956,0.07838
5.89156,4.38927,-0.75526
1.9759,2.06021,-0.77991
9.33429,8.97552,-0.51392
5.62659,2.18111,0.99893
2.6135,4.63556,0.82255
3.7004,6.81944,-0.88896
6.72708,6.57741,0.6729
0.98723,5.48785,0.19072
2.41539,4.05942,0.19045
2.28741,9.84898,-0.41685
7.64649,1.89627,-0.11771
1.39534,5.75603,0.76316
5.3142,2.96421,0.91127
2.31826,9.12723,-0.90048
3.24893,7.53542,-0.97778
7.13351,8.89221,-0.31243
2.11807,8.14769,-0.7453
1.83331,8.86804,-0.95703
0.5705,7.11933,0.98656
8.9024,5.93678,0.76355
0.907,4.14278,-0.94362
8.4837,4.13341,0.05071
4.31586,6.99971,-0.94924
1.26373,8.2516,-0.09043
3.65027,3.94333,0.96629
5.98135,9.72443,0.00218
7.16328,9.45,-0.78663
5.68095,0.81404,0.21023
9.08925,4.57677,0.89105
0.42787,4.90201,-0.81533
3.47894,0.35717,-0.64001
4.87731,4.05955,0.46878
5.85443,0.80456,0.36702
5.27465,0.20379,-0.72065
8.89874,1.01491,-0.46963
0.83025,8.80043,-0.20445
5.41931,9.09399,0.93009
6.65779,5.55678,-0.34459
1.96722,4.11978,-0.19492
4.71622,1.52324,-0.04372
3.56279,5.70954,0.15185
8.90607,3.22354,-0.423
1.05663,1.62897,0.44036
6.71931,4.60334,-0.94699
0.21055,2.45382,0.45932
8.52513,4.07864,0.03739
9.32093,4.14909,0.78559
8.44223,3.04921,-0.87956
2.96336,1.24027,-0.87335
2.29573,3.92624,-0.06118
5.00757,9.47853,0.93974
5.3083,8.41854,0.91699
2.486,2.24387,-0.99985
0.5156,7.56231,0.97503
7.3736,4.44007,-0.68362
4.99289,8.32525,0.68293
9.05389,1.44629,-0.87978
0.13069,5.80637,-0.33925
3.55753,1.91895,-0.72202
1.35164,8.87291,-0.7172
2.78887,2.73822,-0.68609
1.01409,1.62857,0.47848
3.00228,0.06129,0.07794
3.69447,1.11194,-0.99558
4.93206,1.76594,0.40302
5.98628,4.92124,-0.99613
0.96404,4.94364,-0.36675
2.67832,0.31057,0.15211
5.02622,8.21457,0.62444
0.05515,4.03351,-0.81171
4.0831,6.10611,-0.69213
4.92394,2.11971,0.68926
6.14707,7.81848,0.98531
7.38523,5.29542,0.11403
0.46786,8.2311,0.66375
7.70138,2.29402,-0.54015
1.654,2.48761,-0.84148
6.4471,5.57374,-0.51887
5.17966,1.84944,0.67864
3.47532,0.12548,-0.44324
1.95881,6.65928,0.722
2.42944,5.63113,0.97874
4.79396,1.166,-0.31763
4.15667,7.87225,-0.51195
2.31303,8.08861,-0.82874
3.38455,2.53375,-0.35684
7.69711,2.16514,-0.42365
2.87074,1.0025,-0.6681
1.67091,0.13637,0.97217
0.18028,8.20844,0.8604
0.64604,0.95541,0.99953
6.27514,4.68953,-0.99952
3.47008,8.70114,-0.38494
7.51785,3.77985,-0.95471
0.84632,6.37718,0.80774
7.86571,4.11838,-0.54993
9.7652,6.82497,-0.77215
8.71978,3.69362,-0.15237
7.0,6.52383,0.81773
0.698,1.17911,0.95345
8.09027,4.65746,0.18037
6.16952,9.32755,0.20933
7.86791,4.98095,0.27875
5.85613,5.54808,-0.91766
7.2075,1.9483,0.26575
3.75879,6.33943,-0.62367
7.19574,8.36741,0.1443
6.72293,4.39309,-0.99275
8.91059,8.95009,-0.83541
1.79039,0.60663,0.67765
6.93064,8.88277,-0.10525
0.6057,7.94402,0.76758
3.57809,3.21295,0.48631
2.4218,9.90573,-0.23658
5.55985,0.0795,-0.60027
3.03262,4.44568,0.93026
8.01942,4.99081,0.42943
1.74398,1.50474,-0.10692
7.66506,0.76314,0.83962
2.33898,6.77783,0.30312
1.43502,3.50695,-0.97376
0.49097,8.50026,0.4201
2.6369,1.22522,-0.65977
3.9107,7.71688,-0.80684
2.3693,6.2236,0.7392
1.01215,3.84396,-0.98969
0.79889,5.36612,-0.11789
5.56476,0.26482,-0.43821
8.89978,1.14791,-0.5834
0.14049,8.01361,0.9553
7.78893,5.38784,0.5732
7.71652,2.75872,-0.86765
3.51376,5.19595,0.65567
2.33859,8.51221,-0.98954
8.09011,0.3618,0.82651
2.48133,2.68739,-0.89767
9.28634,9.85089,0.28372
5.56994,4.51239,-0.61119
2.89322,2.75727,-0.59132
1.24409,8.49066,-0.30503
5.21229,0.91548,-0.15479
0.48689,3.30431,-0.60487
2.489,0.39261,0.25707
2.17828,9.25903,-0.90401
4.34277,9.74174,0.99861
5.96681,1.15224,0.74188
5.42459,4.36174,-0.35372
1.34343,1.37026,0.41496
0.67795,9.19298,-0.43149
1.68849,3.52763,-0.87579
3.14791,1.51362,-0.99871
1.72045,8.18268,-0.46032
1.89481,8.26635,-0.67161
8.4819,0.30658,0.59422
8.38445,0.19078,0.75099
2.60583,7.05399,-0.23288
0.93409,0.7056,0.99763
6.03246,9.96564,-0.28609
7.98175,9.83036,-0.86111
3.74021,6.21575,-0.50655
2.52254,0.32285,0.29189
1.52185,9.63007,-0.9878
9.18182,3.98636,0.56613
8.13139,0.80083,0.47289
6.35581,6.18095,-0.02961
2.48018,5.28654,0.9962
6.87622,1.1351,0.98765
1.11658,2.49235,-0.45051
5.01797,1.4697,0.20307
4.19762,6.29945,-0.8783
1.93355,1.68807,-0.46181
9.38947,8.296,-0.91843
7.79962,9.32505,-0.98815
7.93819,4.44252,-0.1846
9.30434,9.9448,0.38904
3.96924,4.03565,0.98863
9.30673,1.1201,-0.84258
7.09695,1.28557,0.86354
3.11194,2.37196,-0.71686
8.47926,9.83972,-0.50603
9.01813,1.28626,-0.77049
5.00916,0.65155,-0.58305
3.41739,0.06735,-0.33645
5.06497,1.07965,-0.13812
7.51197,7.96865,0.22539
9.24749,8.15489,-0.99237
8.26036,7.49018,-0.04257
9.46279,7.80627,-0.99995
5.10659,2.94874,0.9798
0.05596,8.8871,0.4633
8.64031,8.42576,-0.97747
4.33013,2.33552,0.37321
1.92083,6.32117,0.92566
5.67088,4.57086,-0.72907
7.02516,7.7822,0.7837
7.81387,4.0706,-0.63027
6.99289,3.41667,-0.83315
3.21477,0.8722,-0.81072
5.16433,4.54312,-0.27891
1.18041,3.61688,-0.9964
4.56203,1.29753,-0.41107
0.26901,4.18532,-0.96689
1.5565,9.02743,-0.91646
1.69356,1.88086,-0.41944
4.91998,7.05007,-0.5616
3.92984,5.07332,0.40923
0.92804,8.97511,-0.46034
2.36286,5.4322,0.99826
8.65269,8.53003,-0.99539
7.15386,6.53945,0.9031
2.44499,0.3161,0.37139
3.16841,0.30094,-0.32191
3.69013,2.79841,0.20391
8.17682,0.44981,0.71607
2.99302,0.51889,-0.36191
3.38778,9.82446,0.60189
9.02848,2.98412,-0.5259
3.18393,2.3326,-0.69373
0.36615,0.89506,0.95246
9.78027,6.33924,-0.40003
2.31037,2.43748,-0.99937
4.08162,5.14756,0.19435
8.74638,3.75601,-0.06393
9.21015,1.01808,-0.71976
2.93508,7.23747,-0.68001
5.1214,3.12135,0.92538
7.48249,5.21884,0.13455
2.91159,9.27323,-0.37236
4.64463,9.73462,0.97084
6.05395,1.10054,0.76517
4.59058,7.48551,-0.47088
3.06701,7.44874,-0.88708
4.91758,3.75333,0.68446
0.33449,9.4434,-0.34582
6.53159,7.0732,0.8616
6.69488,2.0228,0.64963
1.10242,0.25232,0.97675
7.68746,7.22987,0.7108
5.31713,3.91666,0.18983
2.09131,8.04832,-0.65551
8.67964,5.50177,0.99902
0.78367,1.0891,0.95475
6.75786,3.79559,-0.90384
3.38083,7.14085,-0.8898
0.77029,8.87099,-0.21481
1.11609,0.83425,0.92883
7.92062,0.20579,0.96312
0.04625,6.32005,0.08302
6.52335,2.66804,0.23127
3.9864,4.286,0.91373
3.89566,3.64793,0.95221
6.64407,1.64471,0.90695
2.15544,1.50914,-0.49947
9.38863,9.00165,-0.44331
7.2634,9.6324,-0.92756
8.24972,0.43326,0.67561
5.87872,5.95083,-0.67194
5.28202,5.34526,-0.93294
3.67382,0.79277,-0.96994
0.04757,3.51163,-0.40558
7.62796,4.34713,-0.55743
5.56251,1.18876,0.45117
9.29589,1.82837,-0.99173
0.58157,7.94972,0.77926
9.98694,8.2684,-0.55985
1.10596,2.64671,-0.57375
4.15501,0.50283,-0.99851
2.79943,7.82123,-0.93054
9.16441,3.61413,0.21058
2.03611,6.96754,0.4088
4.76557,6.31884,-0.99606
0.69528,2.00596,0.42626
8.27545,1.54251,-0.38313
4.42617,0.86068,-0.83948
9.27602,0.84329,-0.64002
1.6916,5.74072,0.91241
5.27076,7.95108,0.60953
7.26561,6.63139,0.9713
9.94215,5.0425,0.66187
3.81984,0.97734,-0.99641
0.90678,6.38183,0.84439
2.47513,9.29528,-0.71453
3.29414,4.85672,0.95626
0.52124,3.25935,-0.59639
1.94763,5.1857,0.75137
4.15583,4.40412,0.76098
4.09702,7.46001,-0.84648
4.37782,1.77507,-0.12993
4.74448,7.46561,-0.34879
1.65597,5.27921,0.60677
3.07258,8.01917,-0.99538
4.77827,9.88484,0.86485
3.08093,9.40488,-0.08047
7.89517,3.93719,-0.66985
1.83868,9.79796,-0.80146
2.25284,6.01441,0.91581
7.23077,0.80476,0.98356
3.1008,8.18819,-0.95726
1.29825,7.77264,0.34655
6.55242,5.33863,-0.62515
0.38105,0.06787,0.434
4.49426,5.325,-0.38433
4.66909,4.77906,-0.02337
0.42253,2.22651,0.47288
8.40773,9.5052,-0.80556
8.22318,4.99168,0.60398
7.23304,3.00927,-0.72946
7.93016,6.93428,0.74699
8.04546,6.25121,0.98731
6.40794,9.96801,-0.61941
8.8452,7.85345,-0.83641
8.40308,6.74322,0.5326
6.36691,3.11046,-0.05256
6.23904,4.40572,-0.93909
3.74495,1.39616,-0.9095
8.71352,3.28754,-0.53568
1.1004,9.49282,-0.92014
3.68481,1.14512,-0.9931
7.57814,8.27404,-0.14371
0.16252,0.33202,0.47462
6.86421,2.14798,0.40098
5.63521,3.31947,0.45298
4.22061,8.12799,-0.21605
6.3891,7.41044,0.94354
7.32444,2.22973,-0.12903
2.63244,5.47197,0.9688
2.05756,5.76679,0.99956
8.4318,7.3195,-0.04332
7.87156,2.81252,-0.95187
3.04947,1.78444,-0.99263
3.28589,7.17113,-0.85845
7.88394,7.71134,0.11245
4.34697,1.64878,-0.28349
3.25756,6.08907,0.07806
9.90406,9.86101,0.79288
6.42762,8.96328,0.31178
3.72246,5.0838,0.57983
7.71452,9.90635,-0.94205
0.67897,8.91211,-0.16554
4.17993,8.61071,0.2224
8.77019,4.33107,0.50975
4.10232,8.76455,0.29599
0.31961,1.06741,0.98316
4.46855,3.47407,0.99607
5.20153,4.09427,0.12862
2.3926,0.44688,0.29754
1.88418,7.50646,0.03413
5.27492,8.12717,0.74177
0.37553,1.433,0.97187
5.81834,2.274,0.97173
5.80889,9.73635,0.16201
1.12971,4.76125,-0.38224
0.0251,8.43341,0.82277
7.82665,4.56635,-0.1725
1.01177,7.47188,0.80822
5.15101,1.04467,-0.08739
2.97832,0.92077,-0.68711
8.45744,7.74745,-0.47673
3.00447,1.56715,-0.99011
8.07594,7.41474,0.21558
3.27704,3.95972,0.81549
6.79376,0.95749,0.99473
3.9558,4.99367,0.45761
8.78773,0.13454,0.48162
9.11106,9.02574,-0.65392
4.11498,6.17974,-0.7643
6.29467,5.63455,-0.59491
0.41185,4.46242,-0.98693
2.71135,6.16031,0.52534
2.59335,2.33173,-0.97747
2.02098,4.8177,0.52736
5.30576,8.23132,0.82529
8.69296,7.50201,-0.46799
5.87935,9.13566,0.63881
8.3477,3.64724,-0.54083
5.99274,0.90135,0.5736
0.44412,7.00764,0.9202
3.76507,3.39867,0.77109
1.5354,1.25147,0.34732
0.08935,3.80739,-0.6854
8.11421,9.2395,-0.99719
0.1446,0.92076,0.87496
6.97245,3.32154,-0.76382
2.39071,2.09278,-0.97392
7.01073,3.80291,-0.9835
7.00143,0.11363,0.7392
5.37143,6.86598,-0.32306
6.3691,6.90714,0.65173
9.44093,7.16043,-0.7792
3.75666,7.53924,-0.95524
7.41278,4.8437,-0.30496
8.21077,0.49591,0.65796
2.18522,8.97184,-0.98699
2.30941,8.22935,-0.89746
4.65481,1.95859,0.32424
5.44018,5.84244,-0.95908
0.31614,9.03833,0.07025
5.76854,3.46079,0.1942
0.72701,4.39886,-0.91573
6.78312,2.23498,0.39556
3.97498,5.78534,-0.32929
1.93196,1.78781,-0.5465
9.02368,7.48201,-0.71577
5.53045,8.67005,0.998
3.45927,9.82077,0.65462
2.40264,0.33316,0.39475
1.23212,5.73002,0.62798
4.58172,0.57134,-0.90447
2.44983,6.58678,0.37849
7.33549,0.53198,0.99991
8.87256,0.97002,-0.40575
6.64097,1.76018,0.854
8.16249,0.78655,0.45799
1.79051,2.48133,-0.90452
3.24586,1.15252,-0.9511
1.31543,3.71434,-0.95006
5.051,2.23781,0.84449
3.50129,7.96143,-0.89286
9.69369,4.55072,0.99426
1.04874,5.82906,0.56019
1.3707,0.63757,0.90582
2.87533,8.62173,-0.87687
1.4254,6.96103,0.86156
1.25235,5.7288,0.64266
0.51113,5.63197,-0.13962
4.27022,0.95972,-0.86903
1.25072,4.10483,-0.8002
0.68009,4.38692,-0.93778
9.74102,0.85176,-0.91997
1.86826,5.81085,0.98475
7.17243,5.02692,-0.35883
8.74759,0.2218,0.43981
6.09145,4.21497,-0.77178
6.1617,9.54678,-0.00051
9.69694,4.38928,0.9987
1.44353,6.28515,0.99216
5.47837,3.125,0.73211
9.85979,0.91761,-0.97629
5.95665,3.57334,-0.10502
1.93098,0.76068,0.4349
7.22469,8.90071,-0.40542
3.26186,5.43305,0.66677
6.24768,1.30814,0.95588
7.12486,3.88285,-0.99993
1.001,0.83727,0.96444
9.72747,8.72225,-0.38927
8.12548,0.18272,0.8986
2.73501,4.51299,0.82194
9.00128,2.46887,-0.88949
8.94854,8.78319,-0.89915
5.09405,2.99658,0.97213
2.91465,7.22512,-0.65561
3.52299,8.48097,-0.53322
4.26772,3.47432,0.99374
3.24823,5.34326,0.74015
9.43515,7.54418,-0.95551
0.64357,4.4604,-0.92431
2.79409,4.25103,0.69032
5.58667,0.94869,0.24951
6.14675,8.87184,0.63605
7.50591,2.97545,-0.87068
0.15738,7.69116,0.99999
6.32023,0.92146,0.81833
8.90886,9.60157,-0.33267
2.40248,3.69056,-0.189
7.00492,9.32178,-0.58001
5.10968,3.93973,0.36661
6.78789,1.96653,0.62127
4.51747,0.55814,-0.93476
7.03933,5.23121,-0.29154
7.53333,1.60843,0.27925
7.4714,3.81236,-0.95876
4.53648,2.36088,0.57629
3.95385,5.51608,-0.04514
3.37179,2.00751,-0.78573
0.95171,7.3997,0.87881
5.04979,1.31522,0.08173
8.38635,6.21772,0.89296
6.27862,8.12297,0.96524
6.19705,9.38435,0.12623
3.36126,8.26116,-0.80988
2.91008,3.48313,0.1098
4.88496,3.54109,0.84078
2.54313,3.58834,-0.15114
2.88985,9.69249,0.01596
6.31694,9.29768,0.09321
9.60779,4.82402,0.95691
0.25193,7.03653,0.84431
2.4876,3.90632,0.11051
8.11701,5.39615,0.81154
0.76966,1.88233,0.47027
0.34691,5.52459,-0.40016
0.47651,5.44271,-0.35599
3.38125,4.9888,0.86977
4.01754,2.39365,0.12766
7.57841,4.17941,-0.72329
4.98396,8.8475,0.95364
7.58192,1.03937,0.71978
4.39149,5.75291,-0.6591
3.62954,5.48443,0.30583
6.4015,5.35551,-0.72385
9.97184,9.12603,0.24578
8.17373,4.22088,-0.17091
8.47484,0.69872,0.24859
3.61586,0.1711,-0.6015
6.01492,0.21669,-0.05155
5.6986,3.8442,-0.11775
4.51968,6.78312,-0.95317
9.25618,5.47938,0.82624
0.97251,6.31936,0.84613
2.66227,7.62902,-0.76208
9.592,2.36988,-0.56834
8.79138,0.83764,-0.20283
9.45953,5.81059,0.42398
9.71388,1.8626,-0.83597
3.09972,3.04612,-0.13692
5.56081,1.90318,0.92491
3.29719,6.51252,-0.3755
0.72255,9.76841,-0.87536
8.84152,1.78039,-0.931
2.63411,4.18431,0.51004
9.27008,1.00705,-0.75283
3.40431,0.86653,-0.90409
7.58637,4.04696,-0.80343
2.90439,5.1196,0.98558
6.66243,0.84251,0.9397
0.50137,3.53368,-0.77925
6.98894,5.11055,-0.4501
1.48129,4.62651,-0.17449
9.01906,0.69527,-0.28552
6.06427,1.7845,0.99999
0.75938,1.36864,0.84873
0.10529,5.54274,-0.5933
7.99296,0.90499,0.50279
6.38082,8.70057,0.58638
8.87859,4.03264,0.33806
9.82719,3.30337,0.53473
1.84975,9.4109,-0.96507
2.13762,2.58037,-0.99998
8.70908,7.09239,-0.09337
6.97125,5.86941,0.27086
6.60342,2.55576,0.26249
1.12444,7.3013,0.84095
4.65433,9.43005,0.99861
3.52449,1.34955,-0.98696
8.35827,7.14922,0.19913
5.06355,9.74019,0.78595
0.80354,5.82136,0.33511
3.47982,8.27661,-0.72425
7.64932,7.47307,0.55267
5.0124,9.45596,0.94566
5.76706,6.28904,-0.48841
9.09384,7.99653,-0.98231
9.05212,8.74078,-0.87071
8.89038,8.87222,-0.88521
5.50211,9.86806,0.33141
9.51278,6.29096,-0.09563
6.73295,8.97741,-0.0024
8.43105,7.82033,-0.51706
1.31431,6.2485,0.95791
5.87633,3.21558,0.32676
8.50523,7.03928,0.16272
1.03093,1.18431,0.79943
4.03339,2.2663,0.0165
9.86155,1.76347,-0.80836
1.43295,0.82072,0.77576
3.60724,0.05995,-0.50173
0.56661,2.45442,0.12027
0.1762,3.44092,-0.45781
7.4919,2.51195,-0.54725
3.53342,5.89534,-0.00398
9.95895,1.55676,-0.86775
1.08392,4.10615,-0.88806
1.54025,1.9552,-0.34652
6.46538,8.45621,0.70779
7.06142,6.93788,0.99051
7.66009,0.72336,0.86308
9.21081,2.53556,-0.73114
3.01123,2.98769,-0.28045
9.96018,2.12462,-0.46317
7.3427,9.29614,-0.80214
9.57325,9.87542,0.56391
8.27012,2.11781,-0.821
0.34104,4.60261,-0.97338
7.46736,4.31224,-0.70808
0.2704,4.44168,-1.0
5.97575,0.14792,-0.15884
9.05477,3.11058,-0.39036
8.45079,8.47311,-0.9377
7.53068,1.91661,-0.02252
3.6975,5.69239,0.03488
5.62388,9.06292,0.85272
8.53238,7.02335,0.15164
6.78646,2.60253,0.03578
7.60142,1.99753,-0.17329
8.72258,1.56635,-0.76055
0.29752,9.01811,0.10893
1.65309,1.56638,-0.0778
9.04656,0.1546,0.22176
4.01612,8.25894,-0.28721
6.5337,0.91551,0.91919
2.79742,7.0126,-0.37579
3.32354,7.60381,-0.99767
9.37198,1.01753,-0.8219
8.93903,1.60265,-0.89875
7.58154,8.74068,-0.57635
2.72146,8.81942,-0.85497
0.92749,9.28784,-0.71074
3.94287,1.875,-0.44871
3.69381,3.581,0.83691
3.09726,9.05519,-0.4022
4.84964,7.42229,-0.2902
0.71354,7.09523,0.99898
5.28097,0.24362,-0.6879
0.41905,1.67245,0.86747
4.6815,2.12875,0.503
6.52597,2.86656,0.03225
4.48289,2.27839,0.46008
7.45308,6.51175,0.98519
0.64826,2.19803,0.29103
3.90041,4.12559,0.98524
4.13889,4.23239,0.86916
7.30776,3.54867,-0.99033
3.85422,1.69043,-0.67321
8.68754,5.22842,0.97563
8.11477,2.08549,-0.70006
1.74995,9.40713,-0.98699
6.46636,5.43352,-0.61823
7.87331,6.25627,0.99997
3.89154,2.02733,-0.35631
8.57364,6.59443,0.51404
4.82276,6.72163,-0.85315
6.99234,2.31355,0.11861
3.35928,7.41457,-0.97552
0.93069,1.23645,0.82739
2.41588,6.96338,0.04551
6.37417,0.31756,0.39727
7.42111,4.09143,-0.86932
3.68627,3.1753,0.54667
8.10872,1.23018,0.08577
7.96387,7.59785,0.14573
8.17242,9.62903,-0.86648
8.03876,3.44598,-0.88273
5.41267,8.77454,0.99875
7.53721,5.61611,0.55382
5.23026,7.47333,0.13679
1.99619,8.4975,-0.87668
5.32312,5.34076,-0.94549
6.96494,0.33271,0.8492
1.40669,2.23958,-0.48352
4.42552,5.0408,-0.04153
1.00191,9.11861,-0.64096
4.86257,5.31346,-0.68255
6.79171,7.18371,0.98695
6.97121,7.78287,0.81567
8.79442,9.99287,-0.06223
4.61967,2.3511,0.63467
4.34897,0.06187,-0.95488
7.80482,0.83414,0.70741
4.12883,2.15896,0.0046
8.86157,6.50471,0.33507
3.758,8.01634,-0.71178
2.10638,3.1442,-0.85864
8.12605,2.15366,-0.75452
9.93557,2.85702,0.2243
2.94825,3.24984,-0.08499
3.07672,2.46009,-0.67898
0.07891,3.69118,-0.58794
5.14883,4.82027,-0.51783
2.08405,9.44464,-0.86123
9.71669,3.6798,0.73801
0.91763,6.42663,0.87288
7.66237,0.06426,0.9919
3.07547,4.7714,0.99997
5.55585,6.37806,-0.59113
5.82425,2.90151,0.64346
5.60629,3.53045,0.28407
2.07833,9.78672,-0.64522
1.54147,7.84582,0.03748
2.13725,9.82601,-0.56721
5.53289,3.83536,0.0565
2.25898,9.85707,-0.43525
4.1749,7.62986,-0.69009
8.9491,2.19085,-0.9896
0.42761,2.75701,-0.04301
8.62543,5.38209,0.99161
9.1634,3.3984,-0.00457
4.62877,5.13281,-0.33047
6.58192,1.4143,0.9899
1.18129,9.6263,-0.98238
6.28363,9.34335,0.0809
5.51779,7.95206,0.78549
7.07792,1.72826,0.57989
9.45585,2.3506,-0.68886
0.77184,0.85609,0.99837
2.03258,4.26347,0.01287
1.49928,4.15506,-0.58821
2.02023,9.02763,-0.99863
7.60066,1.45571,0.36013
1.13914,7.99557,0.28601
4.90048,3.965,0.53059
8.41289,2.62687,-0.99902
5.98124,5.73119,-0.75387
6.03131,8.86204,0.72745
0.56959,0.35779,0.80005
3.71892,2.01807,-0.51944
1.58639,4.06135,-0.59354
8.75813,5.70181,0.94836
5.8645,3.09282,0.45062
1.25381,7.73484,0.42243
9.48089,6.52375,-0.29234
4.69431,2.76759,0.92412
0.55233,4.96246,-0.69498
0.42588,2.40043,0.31009
5.34525,2.47699,0.9995
4.3556,9.15424,0.8096
5.38292,4.14024,-0.09823
9.73242,4.54259,0.99052
5.12691,0.98607,-0.16939
3.41741,8.98355,-0.16466
7.10565,9.03896,-0.42291
4.87726,1.60957,0.20224
3.37906,0.28395,-0.49811
3.78964,3.98192,0.99661
4.81942,9.91825,0.82506
2.33338,6.76904,0.3168
4.36645,9.81656,0.99895
1.19735,3.45425,-0.99815
4.69038,4.08105,0.60785
5.75855,9.54371,0.39467
0.20932,2.23286,0.64377
4.05115,2.35845,0.12609
1.37068,3.95084,-0.82014
2.38972,6.26895,0.69333
3.47248,3.10678,0.29177
2.76968,6.24225,0.40122
1.6599,1.138,0.33697
0.44914,2.99803,-0.30084
8.22951,6.87317,0.56899
3.31552,0.48705,-0.61389
2.01087,0.99216,0.13812
8.17743,4.52033,0.13101
9.01314,2.64996,-0.78535
0.54235,2.04887,0.52301
0.69341,9.9623,-0.9428
7.99902,2.87891,-0.99309
7.78446,7.62433,0.29473
7.96117,3.91255,-0.63858
1.36814,8.61154,-0.52686
6.10763,8.34072,0.95197
2.05943,2.6021,-0.99871
3.49149,7.35296,-0.9886
1.25811,7.75874,0.39671
7.40102,6.70362,0.99947
7.29489,9.95212,-0.9995
7.60888,5.37227,0.40299
8.40627,9.56277,-0.77107
2.19236,1.48198,-0.50791
1.88031,8.14051,-0.56137
4.03922,9.24679,0.65912
2.86397,4.559,0.90854
3.57585,2.88843,0.18011
4.4629,2.38835,0.538
4.66024,3.52185,0.94665
2.00283,5.68036,0.98545
6.48126,2.92459,0.01892
5.07289,2.40195,0.92898
8.38112,2.43846,-0.98455
0.39201,8.3402,0.63852
3.20621,6.73768,-0.49611
4.86832,9.92913,0.78982
0.85544,2.25237,0.03378
6.04979,4.51287,-0.90775
6.22955,9.12616,0.34502
4.84219,4.32561,0.25416
8.30858,6.10298,0.96259
8.03447,1.79207,-0.39104
9.45649,2.46688,-0.5996
2.09979,9.54291,-0.79782
7.74689,7.39736,0.53433
4.5538,3.01214,0.9588
7.44856,0.14468,0.9662
2.75987,9.83386,0.02735
3.36658,0.16822,-0.38316
4.2447,5.43856,-0.25562
7.76002,1.01617,0.60406
2.43638,9.58537,-0.51809
5.26773,6.17311,-0.9025
8.72288,0.10154,0.56493
7.22151,4.19842,-0.9113
8.8246,0.71957,-0.1191
9.82374,6.70832,-0.73393
7.04894,9.40235,-0.67675
9.11216,5.51783,0.881
9.71575,3.4331,0.55009
9.75471,6.59819,-0.60115
9.6613,7.42332,-0.98121
4.42664,2.68414,0.73631
7.6539,9.69045,-0.99785
3.81117,1.62081,-0.75208
3.04387,4.18191,0.80909
1.40837,0.98252,0.68215
6.66966,3.65094,-0.78072
6.54032,1.29646,0.99985
8.70241,1.01013,-0.28381
6.8258,2.47861,0.12007
0.01649,0.63195,0.60395
5.44332,9.18436,0.88209
3.92735,1.95173,-0.3932
6.31325,9.93413,-0.51363
7.47695,3.46786,-0.99871
1.62129,1.47805,0.04225
4.39196,7.73027,-0.42968
7.44998,0.07959,0.94784
4.28456,7.01415,-0.9544
3.90509,1.2137,-0.91855
8.20018,3.20004,-0.91924
8.82927,5.13456,0.98502
6.57003,6.34319,0.33994
6.19914,2.38543,0.74479
4.32561,1.64221,-0.31016
1.03175,9.83037,-0.99111
4.52116,6.5243,-0.99876
4.91576,1.83943,0.45467
8.41941,2.47163,-0.99454
5.41396,3.76098,0.24725
5.34593,2.94509,0.90601
5.67169,1.80895,0.93111
1.4119,1.39272,0.33063
7.5174,7.00456,0.92688
3.8009,3.55606,0.87901
0.37188,6.30812,0.38649
6.79668,6.36774,0.56303
0.93569,3.7608,-0.99987
2.1418,6.46886,0.72712
3.35535,5.52058,0.5217
1.4495,3.61887,-0.9373
9.6871,3.91393,0.85969
5.96409,4.63058,-0.92071
2.60017,5.45783,0.97926
1.18714,8.19906,0.03857
3.10969,1.16549,-0.90594
7.37784,3.68498,-0.99774
3.48137,7.24545,-0.9641
7.35533,9.60626,-0.95012
7.36367,6.15149,0.81271
1.07365,5.68801,0.46042
9.93752,8.56061,-0.34424
9.61499,5.61852,0.45685
0.81407,1.82527,0.4814
4.2671,9.69017,0.98386
0.03934,7.89323,0.99691
4.71074,6.02969,-0.96763
7.10509,1.01435,0.96497
7.86417,9.7188,-0.95408
5.89911,2.70397,0.7323
7.49168,9.33811,-0.9009
3.29476,3.75836,0.69609
5.23325,5.38585,-0.92997
2.50723,8.86761,-0.92894
7.97482,1.79334,-0.33668
3.24192,3.27177,0.22847
6.89241,7.9913,0.73404
2.1536,6.94187,0.32339
6.4023,7.8995,0.98648
2.03401,6.95148,0.4253
4.91177,7.98878,0.32799
2.52372,9.35639,-0.63365
9.36579,8.99011,-0.47386
9.40773,4.45373,0.96223
6.26094,4.82467,-0.99595
6.39348,4.69772,-0.99543
5.8521,2.33485,0.94508
9.43449,9.1421,-0.26959
9.4447,9.43296,0.0281
2.73899,8.84354,-0.83263
7.34087,3.74528,-0.9959
7.01977,3.41198,-0.84521
8.46918,6.60262,0.59411
8.24888,6.75531,0.6471
0.80727,9.19911,-0.54936
4.0521,1.95571,-0.27191
3.57336,7.44552,-0.99973
7.68618,2.02144,-0.27908
7.33865,9.11175,-0.67609
8.29938,8.07887,-0.62121
9.64975,5.41413,0.60047
6.61029,3.59681,-0.70493
2.70784,6.00436,0.65379
5.25161,9.31772,0.90806
8.21325,1.36286,-0.15076
6.01783,5.14112,-0.98668
7.04032,1.32868,0.87028
6.36444,2.09331,0.8232
0.09916,2.33064,0.65319
7.2592,6.58509,0.95742
8.57905,6.3836,0.6782
8.54039,1.06347,-0.17812
